"","2005-05-12","2005-08-11","2005-11-15","2006-02-14","2006-05-11","2006-08-14","2006-11-14","2007-02-13","2007-05-15","2007-08-14","2007-11-14","2008-02-14","2008-05-15","2008-08-14","2008-11-13","2009-02-13","2009-05-15","2009-08-13","2009-11-13","2010-02-12","2010-05-12","2010-08-13","2010-11-12","2011-02-15","2011-05-13","2011-08-16","2011-11-15","2012-02-15","2012-05-15","2012-08-14","2012-11-15","2013-02-14","2013-05-15","2013-08-14","2013-11-14","2014-02-14","2014-05-15","2014-08-14","2014-11-14","2015-02-13","2015-05-13","2015-08-14","2015-11-13","2016-02-12","2016-05-13","2016-08-12","2016-11-15","2017-02-14","2017-05-12","2017-08-15","2017-11-14","2018-02-14","2018-05-15","2018-08-14","2018-11-14","2019-02-14","2019-05-15","2019-08-14","2019-11-14","2020-02-14","2020-05-15","2020-07-30","2020-08-25","2020-10-30","2020-11-24","2021-01-29","2021-02-24","2021-04-30","2021-05-25","2021-07-30","2021-08-24","2021-10-29","2021-11-25","2022-01-28","2022-02-25","2022-04-29","2022-05-25","2022-07-29","2022-08-25","2022-10-28","2022-11-25","2023-01-30","2023-02-24","2023-04-28","2023-05-25","2023-07-28","2023-08-25","2023-10-12","2023-10-30","2023-11-24","2024-01-30","2024-02-23","2024-04-30","2024-05-24","2024-07-30","2024-08-30","2024-10-30","2024-11-22","2025-01-30","2025-02-25","2025-04-30","2025-05-23","2025-07-30","2025-08-22"
"1991-01",86.04,86.04,86.04,86.04,86.04,85.93,85.93,85.93,85.93,86,86,86,86,85.95,85.95,85.95,85.95,85.94,85.94,85.94,85.94,86,86.01,86.01,86,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.66,84.66,84.66,84.66,79.54,79.54,79.54,79.54,79.46,79.46,79.46,79.46,79.44,79.44,79.44,79.44,79.45,79.45,79.45,79.45,79.45,79.45,79.45,79.45,73.48,73.48,73.48,73.48,73.67,73.67,73.67,73.67,73.67,73.67,73.67,73.67,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,70.78,70.78,70.78,70.78,70.78,70.78,70.78,70.78,70.81,70.81
"1991-04",85.32,85.32,85.32,85.32,85.32,85.33,85.33,85.33,85.33,85.31,85.31,85.31,85.31,85.3,85.3,85.3,85.3,85.31,85.31,85.31,85.31,85.3,85.32,85.32,85.3,84.31,84.31,84.31,84.31,84.32,84.32,84.32,84.32,84.31,84.31,84.31,84.31,79.19,79.19,79.19,79.19,79.12,79.12,79.12,79.12,79.12,79.12,79.12,79.12,79.12,79.12,79.12,79.12,79.12,79.12,79.12,79.12,73.11,73.11,73.11,73.11,73.28,73.28,73.28,73.28,73.28,73.28,73.28,73.28,73.29,73.29,73.29,73.29,73.29,73.29,73.29,73.29,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47,70.47
"1991-07",84.9,84.9,84.9,84.9,84.9,84.91,84.91,84.91,84.91,84.83,84.83,84.83,84.83,84.91,84.91,84.91,84.91,84.91,84.91,84.91,84.91,84.89,84.85,84.85,84.89,83.82,83.82,83.82,83.82,83.82,83.82,83.82,83.82,83.86,83.86,83.86,83.86,78.82,78.82,78.82,78.82,78.73,78.73,78.73,78.73,78.72,78.72,78.72,78.72,78.72,78.72,78.72,78.72,78.73,78.73,78.73,78.73,72.95,72.95,72.95,72.95,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.13,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.36,70.36
"1991-10",86.14,86.14,86.14,86.14,86.14,86.11,86.11,86.11,86.11,86.14,86.14,86.14,86.14,86.16,86.16,86.16,86.16,86.15,86.15,86.15,86.15,86.12,86.13,86.13,86.12,85.05,85.05,85.05,85.05,85.06,85.06,85.06,85.06,85.05,85.05,85.05,85.05,79.78,79.78,79.78,79.78,79.7,79.7,79.7,79.7,79.73,79.73,79.73,79.73,79.74,79.74,79.74,79.74,79.73,79.73,79.73,79.73,73.88,73.88,73.88,73.88,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,74.08,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.37,71.37
"1992-01",87.66,87.66,87.66,87.66,87.66,87.68,87.68,87.68,87.68,87.75,87.75,87.75,87.75,87.68,87.68,87.68,87.68,87.72,87.72,87.72,87.72,87.79,87.8,87.8,87.79,86.43,86.43,86.43,86.43,86.42,86.42,86.42,86.42,86.38,86.38,86.38,86.38,81.12,81.12,81.12,81.12,81.03,81.03,81.03,81.03,81.02,81.02,81.02,81.02,81.02,81.02,81.02,81.02,81.01,81.01,81.01,81.01,75,75,75,75,75.2,75.2,75.2,75.2,75.2,75.2,75.2,75.2,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.22,75.22,75.22,75.22,75.22,75.22,75.22,75.22,75.22,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.35,72.35
"1992-04",87.01,87.01,87.01,87.01,87.01,87.02,87.02,87.02,87.02,87.01,87.01,87.01,87.01,86.98,86.98,86.98,86.98,86.99,86.99,86.99,86.99,86.97,86.98,86.98,86.97,85.72,85.72,85.72,85.72,85.74,85.74,85.74,85.74,85.73,85.73,85.73,85.73,80.55,80.55,80.55,80.55,80.47,80.47,80.47,80.47,80.47,80.47,80.47,80.47,80.49,80.49,80.49,80.49,80.48,80.48,80.48,80.48,74.46,74.46,74.46,74.46,74.62,74.62,74.62,74.62,74.62,74.62,74.62,74.62,74.63,74.63,74.63,74.63,74.63,74.63,74.63,74.63,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,74.64,71.9,71.9,71.9,71.9,71.9,71.9,71.9,71.9,71.9,71.9
"1992-07",86.98,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.91,86.91,86.91,86.91,86.98,86.98,86.98,86.98,86.99,86.99,86.99,86.99,86.98,86.93,86.93,86.98,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.44,85.44,85.44,85.44,80.34,80.34,80.34,80.34,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,74.31,74.31,74.31,74.31,74.49,74.49,74.49,74.49,74.49,74.49,74.49,74.49,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,74.51,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.73,71.73
"1992-10",86.99,86.99,86.99,86.99,86.99,86.99,86.99,86.99,86.99,86.97,86.97,86.97,86.97,86.98,86.98,86.98,86.98,87.01,87.01,87.01,87.01,86.99,87,87,86.99,85.38,85.38,85.38,85.38,85.39,85.39,85.39,85.39,85.4,85.4,85.4,85.4,80.13,80.13,80.13,80.13,80.04,80.04,80.04,80.04,80.07,80.07,80.07,80.07,80.08,80.08,80.08,80.08,80.08,80.08,80.08,80.08,74.08,74.08,74.08,74.08,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.26,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.53,71.53
"1993-01",85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,86.03,86.03,86.03,86.03,85.97,85.97,85.97,85.97,85.96,85.96,85.96,85.96,86.02,86.03,86.03,86.02,84.62,84.62,84.62,84.62,84.59,84.59,84.59,84.59,84.57,84.57,84.57,84.57,79.47,79.47,79.47,79.47,79.39,79.39,79.39,79.39,79.36,79.36,79.36,79.36,79.37,79.37,79.37,79.37,79.34,79.34,79.34,79.34,73.53,73.53,73.53,73.53,73.71,73.71,73.71,73.71,73.71,73.71,73.71,73.71,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.73,73.73,73.73,73.73,73.73,73.73,73.73,73.73,73.73,70.94,70.94,70.94,70.94,70.94,70.94,70.94,70.94,70.96,70.96
"1993-04",86.13,86.13,86.13,86.13,86.13,86.15,86.15,86.15,86.15,86.14,86.14,86.14,86.14,86.14,86.14,86.14,86.14,86.15,86.15,86.15,86.15,86.13,86.14,86.14,86.13,84.6,84.6,84.6,84.6,84.62,84.62,84.62,84.62,84.6,84.6,84.6,84.6,79.48,79.48,79.48,79.48,79.4,79.4,79.4,79.4,79.41,79.41,79.41,79.41,79.41,79.41,79.41,79.41,79.41,79.41,79.41,79.41,73.53,73.53,73.53,73.53,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.69,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.71,73.71,73.71,73.71,73.71,73.71,73.71,73.71,73.71,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97
"1993-07",86.8,86.8,86.8,86.8,86.8,86.82,86.82,86.82,86.82,86.76,86.76,86.76,86.76,86.78,86.78,86.78,86.78,86.79,86.79,86.79,86.79,86.78,86.75,86.75,86.78,85.2,85.2,85.2,85.2,85.21,85.21,85.21,85.21,85.24,85.24,85.24,85.24,80.06,80.06,80.06,80.06,79.98,79.98,79.98,79.98,79.97,79.97,79.97,79.97,79.97,79.97,79.97,79.97,79.98,79.98,79.98,79.98,73.95,73.95,73.95,73.95,74.13,74.13,74.13,74.13,74.13,74.13,74.13,74.13,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,71.37,71.37,71.37,71.37,71.37,71.37,71.37,71.37,71.39,71.39
"1993-10",86.92,86.92,86.92,86.92,86.92,86.96,86.96,86.96,86.96,86.93,86.93,86.93,86.93,86.95,86.95,86.95,86.95,86.98,86.98,86.98,86.98,86.97,86.98,86.98,86.97,85.04,85.04,85.04,85.04,85.06,85.06,85.06,85.06,85.06,85.06,85.06,85.06,79.97,79.97,79.97,79.97,79.87,79.87,79.87,79.87,79.9,79.9,79.9,79.9,79.92,79.92,79.92,79.92,79.92,79.92,79.92,79.92,73.88,73.88,73.88,73.88,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,74.09,71.32,71.32,71.32,71.32,71.32,71.32,71.32,71.32,71.33,71.33
"1994-01",87.97,87.97,87.97,87.97,87.97,88.04,88.04,88.04,88.04,88.08,88.08,88.08,88.08,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,88.03,88.04,88.04,88.03,86.23,86.23,86.23,86.23,86.21,86.21,86.21,86.21,86.19,86.19,86.19,86.19,81.02,81.02,81.02,81.02,80.93,80.93,80.93,80.93,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.89,80.89,80.89,80.89,74.91,74.91,74.91,74.91,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.11,75.12,75.12,75.12,75.12,75.12,75.12,75.12,75.12,75.12,72.31,72.31,72.31,72.31,72.31,72.31,72.31,72.31,72.34,72.34
"1994-04",88.37,88.37,88.37,88.37,88.37,88.38,88.38,88.38,88.38,88.37,88.37,88.37,88.37,88.34,88.34,88.34,88.34,88.35,88.35,88.35,88.35,88.33,88.34,88.34,88.33,86.5,86.5,86.5,86.5,86.52,86.52,86.52,86.52,86.51,86.51,86.51,86.51,81.23,81.23,81.23,81.23,81.16,81.16,81.16,81.16,81.18,81.18,81.18,81.18,81.18,81.18,81.18,81.18,81.17,81.17,81.17,81.17,75.11,75.11,75.11,75.11,75.28,75.28,75.28,75.28,75.28,75.28,75.28,75.28,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.3,75.3,75.3,75.3,75.3,75.3,75.3,75.3,75.3,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.74,72.74
"1994-07",89.09,89.09,89.09,89.09,89.09,89.1,89.1,89.1,89.1,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.07,89.07,89.07,89.07,89.07,89.04,89.04,89.07,87.17,87.17,87.17,87.17,87.17,87.17,87.17,87.17,87.2,87.2,87.2,87.2,81.89,81.89,81.89,81.89,81.8,81.8,81.8,81.8,81.79,81.79,81.79,81.79,81.79,81.79,81.79,81.79,81.8,81.8,81.8,81.8,75.63,75.63,75.63,75.63,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,75.82,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.17,73.17
"1994-10",89.76,89.76,89.76,89.76,89.76,89.79,89.79,89.79,89.79,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.78,89.78,89.78,89.78,89.78,89.78,89.78,89.78,88.15,88.15,88.15,88.15,88.18,88.18,88.18,88.18,88.17,88.17,88.17,88.17,82.89,82.89,82.89,82.89,82.8,82.8,82.8,82.8,82.85,82.85,82.85,82.85,82.87,82.87,82.87,82.87,82.86,82.86,82.86,82.86,76.51,76.51,76.51,76.51,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.71,76.71,76.71,76.71,76.71,76.71,76.71,76.71,76.72,76.72,76.72,76.72,76.72,76.72,76.72,76.72,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,73.97,73.97,73.97,73.97,73.97,73.97,73.97,73.97,73.98,73.98
"1995-01",89.77,89.77,89.77,89.77,89.77,89.88,89.88,89.88,89.88,89.91,89.91,89.91,89.91,89.82,89.82,89.82,89.82,89.81,89.81,89.81,89.81,89.85,89.85,89.85,89.85,87.86,87.86,87.86,87.86,87.85,87.85,87.85,87.85,87.83,87.83,87.83,87.83,82.57,82.57,82.57,82.57,82.52,82.52,82.52,82.52,82.5,82.5,82.5,82.5,82.49,82.49,82.49,82.49,82.48,82.48,82.48,82.48,76.25,76.25,76.25,76.25,76.44,76.44,76.44,76.44,76.44,76.44,76.44,76.44,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,76.46,73.67,73.67,73.67,73.67,73.67,73.67,73.67,73.67,73.69,73.69
"1995-04",90.77,90.77,90.77,90.77,90.77,90.78,90.78,90.78,90.78,90.78,90.78,90.78,90.78,90.73,90.73,90.73,90.73,90.73,90.73,90.73,90.73,90.72,90.73,90.73,90.72,88.68,88.68,88.68,88.68,88.7,88.7,88.7,88.7,88.69,88.69,88.69,88.69,83.28,83.28,83.28,83.28,83.2,83.2,83.2,83.2,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,83.21,76.83,76.83,76.83,76.83,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.01,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,77.02,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.28,74.28
"1995-07",90.92,90.92,90.92,90.92,90.92,90.93,90.93,90.93,90.93,90.9,90.9,90.9,90.9,90.86,90.86,90.86,90.86,90.87,90.87,90.87,90.87,90.86,90.84,90.84,90.86,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.92,88.92,88.92,88.92,83.52,83.52,83.52,83.52,83.47,83.47,83.47,83.47,83.48,83.48,83.48,83.48,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,76.96,76.96,76.96,76.96,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.15,77.15,77.15,77.15,77.15,77.15,77.15,77.15,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.4,74.43,74.43
"1995-10",90.67,90.67,90.67,90.67,90.67,90.72,90.72,90.72,90.72,90.73,90.73,90.73,90.73,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,88.79,88.79,88.79,88.79,88.81,88.81,88.81,88.81,88.8,88.8,88.8,88.8,83.47,83.47,83.47,83.47,83.43,83.43,83.43,83.43,83.45,83.45,83.45,83.45,83.45,83.45,83.45,83.45,83.45,83.45,83.45,83.45,76.99,76.99,76.99,76.99,77.17,77.17,77.17,77.17,77.17,77.17,77.17,77.17,77.18,77.18,77.18,77.18,77.18,77.18,77.18,77.18,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,77.19,74.43,74.43,74.43,74.43,74.43,74.43,74.43,74.43,74.46,74.46
"1996-01",90.1,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.12,90.12,90.12,90.12,90.06,90.06,90.06,90.06,90.1,90.1,90.1,90.1,90.13,90.14,90.14,90.13,87.97,87.97,87.97,87.97,87.95,87.95,87.95,87.95,87.93,87.93,87.93,87.93,82.67,82.67,82.67,82.67,82.65,82.65,82.65,82.65,82.61,82.61,82.61,82.61,82.62,82.62,82.62,82.62,82.6,82.6,82.6,82.6,76.36,76.36,76.36,76.36,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,73.91,73.91,73.91,73.91,73.91,73.91,73.91,73.91,73.93,73.93
"1996-04",91.53,91.53,91.53,91.53,91.53,91.54,91.54,91.54,91.54,91.53,91.53,91.53,91.53,91.5,91.5,91.5,91.5,91.51,91.51,91.51,91.51,91.51,91.5,91.5,91.51,89.26,89.26,89.26,89.26,89.29,89.29,89.29,89.29,89.28,89.28,89.28,89.28,83.8,83.8,83.8,83.8,83.77,83.77,83.77,83.77,83.79,83.79,83.79,83.79,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,77.4,77.4,77.4,77.4,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.58,77.59,77.59,77.59,77.59,77.59,77.59,77.59,77.59,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,74.94,74.94,74.94,74.94,74.94,74.94,74.94,74.94,74.94,74.94
"1996-07",91.95,91.96,91.96,91.96,91.96,91.97,91.97,91.97,91.97,91.95,91.95,91.95,91.95,91.95,91.95,91.95,91.95,91.96,91.96,91.96,91.96,91.96,91.95,91.95,91.96,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,89.82,84.33,84.33,84.33,84.33,84.31,84.31,84.31,84.31,84.31,84.31,84.31,84.31,84.31,84.31,84.31,84.31,84.32,84.32,84.32,84.32,77.66,77.66,77.66,77.66,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.86,77.86,77.86,77.86,77.86,77.86,77.86,77.86,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.86,77.86,77.86,77.86,77.86,77.86,77.86,77.86,77.86,75.2,75.2,75.2,75.2,75.2,75.2,75.2,75.2,75.23,75.23
"1996-10",92.31,92.31,92.31,92.31,92.31,92.29,92.29,92.29,92.29,92.31,92.31,92.31,92.31,92.4,92.4,92.4,92.4,92.39,92.39,92.39,92.39,92.39,92.38,92.38,92.39,90.09,90.09,90.09,90.09,90.1,90.1,90.1,90.1,90.1,90.1,90.1,90.1,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,78.22,78.22,78.22,78.22,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.43,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,78.44,75.88,75.88,75.88,75.88,75.88,75.88,75.88,75.88,75.92,75.92
"1997-01",92.13,92.12,92.12,92.12,92.12,91.98,91.98,91.98,91.98,91.99,91.99,91.99,91.99,91.96,91.96,91.96,91.96,91.95,91.95,91.95,91.95,91.96,91.96,91.96,91.96,89.59,89.59,89.59,89.59,89.57,89.57,89.57,89.57,89.59,89.59,89.59,89.59,84.31,84.31,84.31,84.31,84.28,84.28,84.28,84.28,84.25,84.25,84.25,84.25,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,77.8,77.8,77.8,77.8,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.01,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,78.03,75.52,75.52,75.52,75.52,75.52,75.52,75.52,75.52,75.53,75.53
"1997-04",93.07,93.08,93.08,93.08,93.08,93.11,93.11,93.11,93.11,93.11,93.11,93.11,93.11,93.12,93.12,93.12,93.12,93.14,93.14,93.14,93.14,93.13,93.13,93.13,93.13,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.9,90.9,90.9,90.9,85.47,85.47,85.47,85.47,85.44,85.44,85.44,85.44,85.45,85.45,85.45,85.45,85.46,85.46,85.46,85.46,85.45,85.45,85.45,85.45,78.85,78.85,78.85,78.85,79.01,79.01,79.01,79.01,79.01,79.01,79.01,79.01,79.02,79.02,79.02,79.02,79.02,79.02,79.02,79.02,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,79.04,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37
"1997-07",93.42,93.43,93.43,93.43,93.43,93.44,93.44,93.44,93.44,93.42,93.42,93.42,93.42,93.45,93.45,93.45,93.45,93.46,93.46,93.46,93.46,93.47,93.47,93.47,93.47,91.22,91.22,91.22,91.22,91.22,91.22,91.22,91.22,91.2,91.2,91.2,91.2,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.79,85.79,85.79,85.79,85.79,85.79,85.79,85.79,79.09,79.09,79.09,79.09,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.67,76.67
"1997-10",94.22,94.21,94.21,94.21,94.21,94.16,94.16,94.16,94.16,94.16,94.16,94.16,94.16,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.18,94.19,94.19,94.19,91.82,91.82,91.82,91.82,91.83,91.83,91.83,91.83,91.84,91.84,91.84,91.84,86.35,86.35,86.35,86.35,86.36,86.36,86.36,86.36,86.39,86.39,86.39,86.39,86.4,86.4,86.4,86.4,86.39,86.39,86.39,86.39,79.65,79.65,79.65,79.65,79.87,79.87,79.87,79.87,79.87,79.87,79.87,79.87,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.86,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,79.88,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.24,77.24
"1998-01",95.11,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.11,95.11,95.11,95.11,95.09,95.09,95.09,95.09,95.1,95.1,95.1,95.1,92.51,92.51,92.51,92.51,92.5,92.5,92.5,92.5,92.52,92.52,92.52,92.52,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.08,87.08,87.08,87.08,87.09,87.09,87.09,87.09,87.08,87.08,87.08,87.08,80.4,80.4,80.4,80.4,80.61,80.61,80.61,80.61,80.61,80.61,80.61,80.61,80.62,80.62,80.62,80.62,80.62,80.62,80.62,80.62,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,80.63,77.97,77.97,77.97,77.97,77.97,77.97,77.97,77.97,77.98,77.98
"1998-04",94.65,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.67,94.67,94.67,94.67,94.65,94.65,94.65,94.65,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.66,92.14,92.14,92.14,92.14,92.16,92.16,92.16,92.16,92.17,92.17,92.17,92.17,86.78,86.78,86.78,86.78,86.8,86.8,86.8,86.8,86.81,86.81,86.81,86.81,86.81,86.81,86.81,86.81,86.82,86.82,86.82,86.82,80.09,80.09,80.09,80.09,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.27,80.28,80.28,80.28,80.28,80.28,80.28,80.28,80.28,80.29,80.29,80.29,80.29,80.29,80.29,80.29,80.29,80.29,77.61,77.61,77.61,77.61,77.61,77.61,77.61,77.61,77.62,77.62
"1998-07",94.88,94.9,94.9,94.9,94.9,94.92,94.92,94.92,94.92,94.9,94.9,94.9,94.9,94.96,94.96,94.96,94.96,94.97,94.97,94.97,94.97,94.98,94.98,94.98,94.98,92.47,92.47,92.47,92.47,92.48,92.48,92.48,92.48,92.44,92.44,92.44,92.44,87.03,87.03,87.03,87.03,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,80.47,80.47,80.47,80.47,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.66,80.66,80.66,80.66,80.66,80.66,80.66,80.66,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,77.97,77.97,77.97,77.97,77.97,77.97,77.97,77.97,78,78
