"","2005-05-24","2005-08-23","2005-11-22","2006-02-22","2006-05-23","2006-08-24","2006-11-23","2007-02-22","2007-05-24","2007-08-23","2007-11-22","2008-02-26","2008-05-27","2008-08-26","2008-11-25","2009-02-25","2009-05-26","2009-08-25","2009-11-24","2010-02-24","2010-05-21","2010-08-24","2010-11-23","2011-02-24","2011-05-24","2011-09-01","2011-11-24","2012-02-24","2012-05-24","2012-08-23","2012-11-23","2013-02-22","2013-05-24","2013-08-23","2013-11-22","2014-02-25","2014-05-23","2014-09-01","2014-11-25","2015-02-24","2015-05-22","2015-08-25","2015-11-24","2016-02-23","2016-05-24","2016-08-24","2016-11-24","2017-02-23","2017-05-23","2017-08-25","2017-11-23","2018-02-23","2018-05-24","2018-08-24","2018-11-23","2019-02-22","2019-05-23","2019-08-27","2019-11-22","2020-02-25","2020-05-25","2020-08-25","2020-11-24","2021-02-24","2021-05-25","2021-08-24","2021-11-25","2022-02-25","2022-05-25","2022-08-25","2022-11-25","2023-02-24","2023-05-25","2023-08-25","2023-10-12","2023-11-24","2024-02-23","2024-05-24","2024-08-30","2024-11-22","2025-02-25","2025-05-23","2025-08-22"
"1991-01",63.7,63.71,63.71,63.71,63.71,63.77,63.77,63.77,63.77,63.79,63.79,63.79,63.79,63.7,63.7,63.7,63.7,63.69,63.69,63.69,63.69,63.73,63.73,63.73,63.73,46.64,46.5,46.5,46.5,46.49,46.49,46.49,46.49,46.49,46.49,46.49,46.49,37.87,37.87,37.87,37.83,37.85,37.85,37.85,37.85,37.88,37.88,37.88,37.88,37.88,37.88,37.88,37.88,37.89,37.89,37.89,37.89,30.57,30.57,30.57,30.57,30.58,30.58,30.58,30.58,30.61,30.61,30.61,30.61,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,32.93,32.93,32.93,32.93,32.95
"1991-04",57.78,57.84,57.84,57.84,57.84,57.65,57.65,57.65,57.65,57.66,57.66,57.66,57.66,57.71,57.71,57.71,57.71,57.76,57.76,57.76,57.76,57.73,57.73,57.73,57.72,43.75,43.62,43.62,43.62,43.59,43.59,43.59,43.59,43.61,43.61,43.61,43.61,35.88,35.88,35.88,35.87,35.87,35.87,35.87,35.87,35.69,35.69,35.69,35.69,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,28.79,28.78,28.78,28.78,28.79,28.79,28.79,28.79,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.81,28.81,28.81,28.81,28.81,31.02,31.02,31.02,31.02,31.02
"1991-07",60,59.88,59.88,59.88,59.88,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,60.07,60.07,60.07,60.07,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,45.42,45.28,45.28,45.28,45.26,45.26,45.26,45.26,45.27,45.27,45.27,45.27,37.29,37.29,37.29,37.3,37.3,37.3,37.3,37.3,37.41,37.41,37.41,37.41,37.41,37.41,37.41,37.41,37.41,37.41,37.41,37.41,30.21,30.21,30.21,30.21,30.2,30.2,30.2,30.2,30.16,30.16,30.16,30.16,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,32.53,32.53,32.53,32.53,32.52
"1991-10",60.16,60.22,60.22,60.22,60.22,60.34,60.34,60.34,60.34,60.32,60.32,60.32,60.32,60.22,60.22,60.22,60.22,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.25,45.63,45.49,45.49,45.49,45.55,45.55,45.55,45.55,45.55,45.55,45.55,45.55,37.39,37.39,37.39,37.45,37.45,37.45,37.45,37.45,37.48,37.48,37.48,37.48,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,30.29,30.29,30.29,30.29,30.28,30.28,30.28,30.28,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.31,30.31,30.31,30.31,30.31,32.58,32.58,32.58,32.58,32.59
"1992-01",61.39,61.4,61.4,61.4,61.4,61.5,61.5,61.5,61.5,61.51,61.51,61.51,61.51,61.46,61.46,61.46,61.46,61.43,61.43,61.43,61.43,61.46,61.46,61.46,61.46,46.19,46.05,46.05,46.05,46.03,46.03,46.03,46.03,46.02,46.02,46.02,46.02,37.85,37.85,37.85,37.82,37.82,37.82,37.82,37.82,37.84,37.84,37.84,37.84,37.85,37.85,37.85,37.85,37.85,37.85,37.85,37.85,30.58,30.58,30.58,30.58,30.59,30.59,30.59,30.59,30.62,30.62,30.62,30.62,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,32.99,32.99,32.99,32.99,32.99
"1992-04",58.46,58.51,58.51,58.51,58.51,58.36,58.36,58.36,58.36,58.37,58.37,58.37,58.37,58.41,58.41,58.41,58.41,58.46,58.46,58.46,58.46,58.43,58.43,58.43,58.43,44.01,43.88,43.88,43.88,43.86,43.86,43.86,43.86,43.89,43.89,43.89,43.89,36.26,36.26,36.26,36.25,36.25,36.25,36.25,36.25,36.1,36.1,36.1,36.1,36.11,36.11,36.11,36.11,36.11,36.11,36.11,36.11,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.17,29.17,29.17,29.17,29.18,29.18,29.18,29.18,29.19,29.19,29.19,29.19,29.18,31.39,31.39,31.39,31.39,31.4
"1992-07",59.81,59.67,59.67,59.67,59.67,59.73,59.73,59.73,59.73,59.74,59.74,59.74,59.74,59.82,59.82,59.82,59.82,59.8,59.8,59.8,59.8,59.78,59.78,59.78,59.79,44.97,44.83,44.83,44.83,44.82,44.82,44.82,44.82,44.81,44.81,44.81,44.81,37.06,37.06,37.06,37.07,37.06,37.06,37.06,37.06,37.17,37.17,37.17,37.17,37.17,37.17,37.17,37.17,37.17,37.17,37.17,37.17,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.96,29.96,29.96,29.96,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,30,32.28,32.28,32.28,32.28,32.27
"1992-10",57.35,57.42,57.42,57.42,57.42,57.4,57.4,57.4,57.4,57.38,57.38,57.38,57.38,57.29,57.29,57.29,57.29,57.28,57.28,57.28,57.28,57.29,57.29,57.29,57.29,42.98,42.85,42.85,42.85,42.9,42.9,42.9,42.9,42.86,42.86,42.86,42.86,35.46,35.46,35.46,35.49,35.5,35.5,35.5,35.5,35.52,35.52,35.52,35.52,35.52,35.52,35.52,35.52,35.51,35.51,35.51,35.51,28.66,28.65,28.65,28.65,28.64,28.64,28.64,28.64,28.66,28.66,28.66,28.66,28.64,28.64,28.64,28.64,28.65,28.65,28.65,28.65,28.64,30.78,30.78,30.78,30.78,30.78
"1993-01",56.32,56.34,56.34,56.34,56.34,56.41,56.41,56.41,56.41,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.41,56.41,56.41,56.41,56.42,56.42,56.42,56.43,42.02,41.88,41.88,41.88,41.87,41.87,41.87,41.87,41.87,41.87,41.87,41.87,34.73,34.73,34.73,34.69,34.69,34.69,34.69,34.69,34.71,34.71,34.71,34.71,34.73,34.73,34.73,34.73,34.72,34.72,34.72,34.72,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.08,28.08,28.08,28.08,28.06,28.06,28.06,28.06,28.06,28.06,28.06,28.06,28.07,29.72,29.72,29.72,29.72,29.74
"1993-04",55.82,55.87,55.87,55.87,55.87,55.72,55.72,55.72,55.72,55.75,55.75,55.75,55.75,55.79,55.79,55.79,55.79,55.82,55.82,55.82,55.82,55.78,55.78,55.78,55.78,41.49,41.36,41.36,41.36,41.35,41.35,41.35,41.35,41.36,41.36,41.36,41.36,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.03,34.03,34.03,34.03,34.04,34.04,34.04,34.04,34.03,34.03,34.03,34.03,27.47,27.47,27.47,27.47,27.46,27.46,27.46,27.46,27.47,27.47,27.47,27.47,27.49,27.49,27.49,27.49,27.5,27.5,27.5,27.5,27.5,29.06,29.06,29.06,29.06,29.06
"1993-07",56.2,56.07,56.07,56.07,56.07,56.1,56.1,56.1,56.1,56.14,56.14,56.14,56.14,56.19,56.19,56.19,56.19,56.17,56.17,56.17,56.17,56.14,56.14,56.14,56.14,41.73,41.6,41.6,41.6,41.59,41.59,41.59,41.59,41.59,41.59,41.59,41.59,34.09,34.09,34.09,34.13,34.12,34.12,34.12,34.12,34.19,34.19,34.19,34.19,34.19,34.19,34.19,34.19,34.19,34.19,34.19,34.19,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.57,27.57,27.57,27.57,27.6,27.6,27.6,27.59,27.6,27.6,27.6,27.6,27.6,29.15,29.15,29.15,29.15,29.14
"1993-10",57.28,57.34,57.34,57.34,57.34,57.37,57.37,57.37,57.37,57.31,57.31,57.31,57.31,57.2,57.2,57.2,57.2,57.18,57.18,57.18,57.18,57.22,57.22,57.22,57.22,42.46,42.33,42.33,42.33,42.38,42.38,42.38,42.38,42.33,42.33,42.33,42.33,34.83,34.83,34.83,34.85,34.85,34.85,34.85,34.85,34.87,34.87,34.87,34.87,34.87,34.87,34.87,34.87,34.86,34.86,34.86,34.86,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.15,28.16,28.16,28.16,28.16,28.14,28.14,28.14,28.15,28.15,28.15,28.15,28.15,28.14,29.68,29.68,29.68,29.68,29.68
"1994-01",58.81,58.83,58.83,58.83,58.83,58.87,58.87,58.87,58.87,58.92,58.92,58.92,58.92,58.94,58.94,58.94,58.94,58.93,58.93,58.93,58.93,58.92,58.92,58.92,58.92,43.82,43.69,43.69,43.69,43.67,43.67,43.67,43.67,43.66,43.66,43.66,43.66,35.9,35.9,35.9,35.86,35.86,35.86,35.86,35.86,35.87,35.87,35.87,35.87,35.88,35.88,35.88,35.88,35.88,35.88,35.88,35.88,29,29,29,29,28.99,28.99,28.99,28.99,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,29.01,30.67,30.67,30.67,30.67,30.66
"1994-04",61.55,61.6,61.6,61.6,61.6,61.47,61.47,61.47,61.47,61.5,61.5,61.5,61.5,61.52,61.52,61.52,61.52,61.57,61.57,61.57,61.57,61.51,61.51,61.51,61.51,45.83,45.69,45.69,45.69,45.67,45.67,45.67,45.67,45.69,45.69,45.69,45.69,37.72,37.72,37.72,37.74,37.74,37.74,37.74,37.74,37.62,37.62,37.62,37.62,37.63,37.63,37.63,37.63,37.63,37.63,37.63,37.63,30.39,30.39,30.39,30.39,30.38,30.38,30.38,30.38,30.4,30.4,30.4,30.4,30.42,30.42,30.42,30.42,30.43,30.43,30.43,30.43,30.42,32.08,32.08,32.08,32.08,32.09
"1994-07",61.55,61.44,61.44,61.44,61.44,61.49,61.49,61.49,61.49,61.53,61.53,61.53,61.53,61.56,61.56,61.56,61.56,61.53,61.53,61.53,61.53,61.5,61.5,61.5,61.51,45.7,45.56,45.56,45.56,45.55,45.55,45.55,45.55,45.56,45.56,45.56,45.56,37.4,37.4,37.4,37.44,37.44,37.44,37.44,37.44,37.51,37.51,37.51,37.52,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,30.29,30.29,30.29,30.29,30.28,30.28,30.28,30.28,30.26,30.26,30.26,30.26,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,31.95,31.95,31.95,31.95,31.93
"1994-10",61.99,62.03,62.03,62.03,62.03,62.07,62.07,62.07,62.07,61.97,61.97,61.97,61.97,61.86,61.86,61.86,61.86,61.84,61.84,61.84,61.84,61.94,61.94,61.94,61.94,46.06,45.92,45.92,45.92,45.97,45.97,45.97,45.97,45.94,45.94,45.94,45.94,37.71,37.71,37.71,37.7,37.7,37.7,37.7,37.7,37.71,37.71,37.71,37.71,37.72,37.72,37.72,37.72,37.72,37.72,37.72,37.72,30.49,30.49,30.49,30.49,30.49,30.49,30.49,30.49,30.49,30.49,30.49,30.49,30.48,30.48,30.48,30.48,30.49,30.49,30.49,30.49,30.48,32.13,32.13,32.13,32.13,32.14
"1995-01",63.94,63.95,63.95,63.95,63.95,63.98,63.98,63.98,63.98,64.04,64.04,64.04,64.04,64.1,64.1,64.1,64.1,64.06,64.06,64.06,64.06,64.03,64.03,64.03,64.03,47.65,47.5,47.5,47.5,47.49,47.49,47.49,47.49,47.46,47.46,47.46,47.46,39.13,39.13,39.13,39.13,39.12,39.12,39.12,39.12,39.14,39.14,39.14,39.13,39.14,39.14,39.14,39.14,39.13,39.13,39.13,39.13,31.63,31.63,31.63,31.63,31.62,31.62,31.62,31.62,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,33.43,33.43,33.43,33.43,33.4
"1995-04",64.79,64.8,64.8,64.8,64.8,64.71,64.71,64.71,64.71,64.75,64.75,64.75,64.75,64.78,64.78,64.78,64.78,64.83,64.83,64.83,64.83,64.77,64.77,64.77,64.77,48.3,48.15,48.15,48.15,48.14,48.14,48.14,48.14,48.18,48.18,48.18,48.18,39.58,39.58,39.58,39.6,39.61,39.61,39.61,39.61,39.52,39.52,39.52,39.52,39.53,39.53,39.53,39.53,39.52,39.52,39.52,39.52,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.93,31.93,31.93,31.93,31.95,31.95,31.95,31.95,31.95,31.95,31.95,31.95,31.95,33.68,33.68,33.68,33.68,33.7
"1995-07",65.05,65.03,65.03,65.03,65.03,65.06,65.06,65.06,65.06,65.11,65.11,65.11,65.11,65.13,65.13,65.13,65.13,65.11,65.11,65.11,65.11,65.08,65.08,65.08,65.08,48.47,48.32,48.32,48.32,48.31,48.31,48.31,48.31,48.33,48.33,48.33,48.33,39.73,39.73,39.73,39.78,39.77,39.77,39.77,39.77,39.85,39.85,39.85,39.85,39.84,39.84,39.84,39.84,39.84,39.84,39.84,39.84,32.16,32.16,32.16,32.16,32.17,32.17,32.17,32.17,32.15,32.15,32.15,32.15,32.19,32.19,32.19,32.19,32.19,32.19,32.19,32.19,32.19,33.92,33.92,33.92,33.92,33.91
"1995-10",66.29,66.29,66.29,66.29,66.29,66.34,66.34,66.34,66.34,66.19,66.19,66.19,66.19,66.08,66.08,66.08,66.08,66.07,66.07,66.07,66.07,66.2,66.2,66.2,66.21,49.27,49.12,49.12,49.12,49.19,49.19,49.19,49.19,49.15,49.15,49.15,49.15,40.48,40.48,40.48,40.43,40.44,40.44,40.44,40.44,40.46,40.46,40.46,40.46,40.46,40.46,40.46,40.46,40.46,40.46,40.46,40.46,32.74,32.74,32.74,32.74,32.75,32.75,32.75,32.75,32.75,32.75,32.75,32.75,32.71,32.71,32.71,32.71,32.71,32.71,32.71,32.71,32.71,34.45,34.45,34.45,34.45,34.46
"1996-01",67.32,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.37,67.37,67.37,67.37,67.43,67.43,67.43,67.43,67.41,67.41,67.41,67.41,67.37,67.37,67.37,67.37,50.34,50.18,50.18,50.18,50.15,50.15,50.15,50.15,50.16,50.16,50.16,50.16,40.98,40.98,40.98,41,41,41,41,41,41.02,41.02,41.02,41.02,41.03,41.03,41.03,41.03,41.01,41.01,41.01,41.01,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.09,33.11,33.11,33.11,33.11,33.13,33.13,33.13,33.13,33.14,33.14,33.14,33.14,33.14,34.96,34.96,34.96,34.96,34.95
"1996-04",67.57,67.55,67.55,67.55,67.55,67.5,67.5,67.5,67.5,67.54,67.54,67.54,67.54,67.59,67.59,67.59,67.59,67.63,67.63,67.63,67.63,67.57,67.57,67.57,67.57,50.45,50.29,50.29,50.29,50.28,50.28,50.28,50.28,50.31,50.31,50.31,50.31,41.2,41.2,41.2,41.21,41.22,41.22,41.22,41.22,41.17,41.17,41.17,41.17,41.17,41.17,41.17,41.17,41.16,41.16,41.16,41.16,33.24,33.24,33.24,33.24,33.25,33.25,33.25,33.25,33.26,33.26,33.26,33.26,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,35.06,35.06,35.06,35.06,35.08
"1996-07",69,69.07,69.07,69.07,69.07,69.04,69.04,69.04,69.04,69.09,69.09,69.09,69.09,69.08,69.08,69.08,69.08,69.06,69.06,69.06,69.06,69.01,69.01,69.01,69.02,51.66,51.5,51.5,51.5,51.46,51.46,51.46,51.46,51.46,51.46,51.46,51.46,42.17,42.17,42.17,42.2,42.19,42.19,42.19,42.19,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.24,42.23,42.23,42.23,42.23,34.12,34.12,34.12,34.12,34.12,34.12,34.12,34.12,34.1,34.1,34.1,34.1,34.16,34.16,34.16,34.16,34.16,34.16,34.16,34.16,34.16,35.95,35.95,35.95,35.95,35.93
"1996-10",72.36,72.33,72.33,72.33,72.33,72.4,72.4,72.4,72.4,72.23,72.23,72.23,72.23,72.13,72.13,72.13,72.13,72.13,72.13,72.13,72.13,72.29,72.29,72.29,72.3,54.02,53.85,53.85,53.85,53.93,53.93,53.93,53.93,53.9,53.9,53.9,53.9,44.19,44.19,44.19,44.14,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.16,44.16,44.16,44.16,35.75,35.75,35.75,35.75,35.75,35.75,35.75,35.75,35.76,35.76,35.76,35.76,35.68,35.68,35.68,35.68,35.68,35.68,35.68,35.68,35.68,37.54,37.54,37.54,37.54,37.57
"1997-01",73.09,73.05,73.05,73.05,73.05,73.1,73.1,73.1,73.1,73.16,73.16,73.16,73.16,73.24,73.24,73.24,73.24,73.26,73.26,73.26,73.26,73.25,73.25,73.25,73.24,54.7,54.53,54.53,54.53,54.49,54.49,54.49,54.49,54.57,54.57,54.57,54.57,44.86,44.86,44.86,44.89,44.91,44.91,44.91,44.91,44.92,44.92,44.92,44.92,44.94,44.94,44.94,44.94,44.94,44.94,44.94,44.94,36.23,36.23,36.23,36.23,36.24,36.24,36.24,36.24,36.25,36.25,36.25,36.25,36.3,36.3,36.3,36.3,36.31,36.31,36.31,36.31,36.31,38.25,38.25,38.25,38.25,38.26
"1997-04",75.82,75.77,75.77,75.77,75.77,75.75,75.75,75.75,75.75,75.8,75.8,75.8,75.8,75.87,75.87,75.87,75.87,75.88,75.88,75.88,75.88,75.8,75.8,75.8,75.79,56.5,56.33,56.33,56.33,56.33,56.33,56.33,56.33,56.33,56.33,56.33,56.33,46.32,46.32,46.32,46.32,46.32,46.32,46.32,46.32,46.29,46.29,46.29,46.29,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,37.39,37.39,37.39,37.39,37.38,37.38,37.38,37.38,37.39,37.39,37.39,37.39,37.44,37.43,37.43,37.43,37.44,37.44,37.44,37.44,37.44,39.36,39.36,39.36,39.36,39.37
"1997-07",78.95,79.08,79.08,79.08,79.08,79,79,79,79,79.11,79.11,79.11,79.11,79.07,79.07,79.07,79.07,79.06,79.06,79.06,79.06,79.01,79.01,79.01,79.01,58.97,58.79,58.79,58.79,58.72,58.72,58.72,58.72,58.7,58.7,58.7,58.7,48.73,48.73,48.73,48.76,48.75,48.75,48.75,48.75,48.78,48.78,48.78,48.78,48.77,48.77,48.77,48.77,48.77,48.77,48.77,48.77,39.4,39.4,39.4,39.4,39.39,39.39,39.39,39.39,39.38,39.38,39.38,39.38,39.43,39.43,39.43,39.43,39.44,39.44,39.44,39.44,39.44,41.47,41.47,41.47,41.47,41.46
"1997-10",81.03,81,81,81,81,80.99,80.99,80.99,80.99,80.76,80.76,80.76,80.76,80.64,80.64,80.64,80.64,80.64,80.64,80.64,80.64,80.81,80.81,80.81,80.82,60.16,59.97,59.97,59.97,60.09,60.09,60.09,60.09,60.06,60.06,60.06,60.06,49.53,49.53,49.53,49.46,49.47,49.47,49.47,49.47,49.48,49.48,49.48,49.48,49.49,49.49,49.49,49.49,49.49,49.49,49.49,49.49,40.07,40.08,40.08,40.08,40.07,40.07,40.07,40.07,40.08,40.08,40.08,40.08,39.97,39.97,39.97,39.97,39.97,39.97,39.97,39.97,39.97,42.02,42.02,42.02,42.02,42.05
