"","1995-09-06","1995-12-07","1996-03-07","1996-06-05","1996-09-05","1996-12-04","1997-03-04","1997-06-05","1997-09-10","1997-12-04","1998-02-27","1998-06-04","1998-09-09","1998-12-03","1999-03-04","1999-05-28","1999-06-08","1999-09-09","1999-12-07","2000-03-28","2000-05-30","2000-08-29","2000-11-28","2001-03-01","2001-05-23","2001-08-23","2001-11-22","2002-02-27","2002-05-23","2002-08-22","2002-11-21","2003-02-26","2003-05-22","2003-08-21","2003-11-20","2004-02-19","2004-05-25","2004-08-24","2004-11-23","2005-02-22","2005-05-24","2005-08-23","2005-11-22","2006-02-22","2006-05-23","2006-08-24","2006-11-23","2007-02-22","2007-05-24","2007-08-23","2007-11-22","2008-02-26","2008-05-27","2008-08-26","2008-11-25","2009-02-25","2009-05-26","2009-08-25","2009-11-24","2010-02-24","2010-05-21","2010-08-24","2010-11-23","2011-02-24","2011-05-24","2011-09-01","2011-11-24","2012-02-24","2012-05-24","2012-08-23","2012-11-23","2013-02-22","2013-05-24","2013-08-23","2013-11-22","2014-02-25","2014-05-23","2014-09-01","2014-11-25","2015-02-24","2015-05-22","2015-08-25","2015-11-24","2016-02-23","2016-05-24","2016-08-24","2016-11-24","2017-02-23","2017-05-23","2017-08-25","2017-11-23","2018-02-23","2018-05-24","2018-08-24","2018-11-23","2019-02-22","2019-05-23","2019-08-27","2019-11-22","2020-02-25","2020-05-25","2020-08-25","2020-11-24","2021-02-24","2021-05-25","2021-08-24","2021-11-25","2022-02-25","2022-05-25","2022-08-25","2022-11-25","2023-02-24","2023-05-25","2023-08-25","2023-10-12","2023-11-24","2024-02-23","2024-05-24","2024-08-30","2024-11-22","2025-02-25","2025-05-23"
"1993-07",158.4,158.4,158.4,158.3,158.7,158.8,158.8,158.8,158.8,158.8,159.1,159,159,159.2,159.1,161.3,82.5,82.3,82.4,82.4,82.36,82.28,82.26,,,,,82.19,82.19,82.35,82.35,82.35,82.35,82.34,82.34,82.34,82.32,82.32,82.33,82.33,83.38,83.37,83.37,83.37,83.37,83.37,83.37,83.37,83.37,83.37,83.37,83.37,83.37,83.36,83.36,83.36,83.36,83.49,83.49,83.49,83.47,83.44,83.44,83.44,83.41,82.61,82.61,82.61,82.61,82.61,82.61,82.61,82.61,82.61,82.61,82.61,82.57,84.178,84.178,84.178,84.178,83.994,83.994,83.994,84.067,84.073,84.073,84.073,84.07,84.074,84.074,84.074,84.074,84.078,84.078,84.078,84.078,85.067,85.067,85.061,85.061,85.09,85.09,85.09,85.062,85.268,85.256,85.256,85.256,85.266,85.321,85.321,85.321,85.328,85.328,85.313,85.313,85.313,86.294,86.2,86.2,86.27
"1993-10",157.8,157.8,157.8,157.9,158.1,158,158.1,158.1,159.6,159.5,159.3,159.4,159.2,159.2,159.3,161.7,82.7,82.5,82.4,82.7,82.54,82.56,82.57,,,,,82.72,82.72,82.98,82.98,82.98,82.98,82.95,82.95,82.93,82.98,82.93,82.94,82.94,83.51,83.52,83.52,83.52,83.52,83.52,83.52,83.52,83.52,83.52,83.52,83.52,83.52,83.61,83.61,83.61,83.61,84.23,84.23,84.23,84.32,84.41,84.41,84.41,84.49,83.31,83.31,83.31,83.31,83.31,83.31,83.31,83.31,83.44,83.44,83.44,83.56,84.465,84.465,84.465,84.465,84.26,84.26,84.26,84.235,84.23,84.23,84.23,84.238,84.252,84.252,84.252,84.252,84.253,84.253,84.253,84.253,85.773,85.773,85.779,85.779,85.729,85.729,85.729,85.775,85.274,85.274,85.274,85.274,85.324,85.244,85.244,85.244,85.284,85.284,85.269,85.269,85.269,86.535,86.809,86.809,86.623
"1994-01",162.8,162.8,161.7,161.6,163,162.9,163,163,164.4,164.6,164.4,164.2,164.5,164.4,164.4,166.6,85.1,85.7,85.6,85.7,85.5,85.48,85.49,,,,,85.21,85.21,84.84,84.84,84.86,84.86,84.93,84.93,84.96,84.94,84.94,84.95,84.95,86.44,86.34,86.34,86.34,86.34,86.34,86.34,86.34,86.34,86.34,86.34,86.34,86.34,86.28,86.28,86.28,86.31,85.84,85.84,85.84,85.79,85.75,85.75,85.75,85.72,84.67,84.67,84.67,84.67,84.68,84.68,84.68,84.68,84.55,84.55,84.55,84.49,86.272,86.272,86.272,86.272,86.082,86.082,86.082,86.06,86.054,86.054,86.043,86.043,86.063,86.063,86.063,86.063,86.033,86.033,86.033,86.033,87.137,87.137,87.134,87.134,87.131,87.131,87.131,87.13,87.352,87.367,87.367,87.367,87.24,87.256,87.256,87.253,87.307,87.307,87.343,87.343,87.343,88.437,88.318,88.318,88.382
"1994-04",161.9,161.9,160.9,160.9,161.8,161.9,161.7,161.7,163.6,163.4,163.5,163.4,163.4,163.3,163.3,165.5,84.6,84.6,84.7,84.5,84.86,84.93,84.92,84.86,,,,85,85,85.03,85.03,85.03,85.03,85.01,85.01,84.94,84.93,84.93,84.93,84.93,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86,86,86,86,85.99,85.99,85.99,85.94,85.94,85.94,85.94,85.9,84.95,84.95,84.95,84.95,84.95,84.95,84.95,84.95,84.97,84.97,84.97,84.91,86.798,86.798,86.798,86.798,86.595,86.595,86.595,86.584,86.587,86.587,86.587,86.587,86.557,86.557,86.557,86.557,86.576,86.576,86.576,86.576,87.709,87.709,87.706,87.706,87.725,87.725,87.725,87.701,87.711,87.702,87.702,87.702,87.774,87.765,87.765,87.763,87.678,87.678,87.678,87.678,87.678,88.753,88.726,88.726,88.753
"1994-07",162.7,162.7,161.6,161.3,161.7,161.8,161.7,161.7,164,164,164.3,164.3,164.4,164.5,164.2,166.7,85.3,85.1,85.2,85.2,85.06,85.03,85.02,84.99,,,,85,85,85.12,85.12,85.12,85.12,85.11,85.11,85.12,85.13,85.12,85.13,85.12,86.26,86.32,86.32,86.32,86.32,86.32,86.32,86.32,86.32,86.32,86.32,86.32,86.32,86.24,86.24,86.24,86.27,86.56,86.56,86.56,86.49,86.52,86.52,86.52,86.45,85.64,85.64,85.64,85.64,85.64,85.64,85.64,85.64,85.66,85.66,85.66,85.59,87.399,87.399,87.399,87.399,87.199,87.199,87.199,87.242,87.255,87.255,87.255,87.255,87.254,87.254,87.254,87.254,87.244,87.244,87.244,87.244,88.329,88.329,88.338,88.338,88.37,88.37,88.37,88.333,88.527,88.518,88.518,88.518,88.543,88.595,88.595,88.593,88.614,88.614,88.59,88.59,88.59,89.563,89.49,89.49,89.53
"1994-10",162.9,162.9,162,162.3,163.8,163.7,163.9,163.9,166.6,166.5,166.4,166.6,166.4,166.4,166.7,170.4,87.1,86.7,86.6,86.8,86.74,86.73,86.74,86.87,86.87,,,87,87,87.2,87.2,87.19,87.19,87.16,87.16,87.18,87.2,87.2,87.2,87.2,88.2,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.39,88.39,88.39,88.35,88.54,88.54,88.54,88.7,88.72,88.72,88.72,88.84,87.97,87.97,87.97,87.97,87.96,87.96,87.96,87.96,88.06,88.06,88.06,88.24,89.249,89.249,89.249,89.249,89.053,89.053,89.053,89.043,89.034,89.034,89.045,89.045,89.055,89.055,89.055,89.055,89.075,89.075,89.075,89.075,90.185,90.185,90.182,90.182,90.134,90.134,90.134,90.196,89.77,89.773,89.773,89.773,89.803,89.744,89.744,89.752,89.761,89.761,89.749,89.749,89.749,91.147,91.366,91.366,91.235
"1995-01",167.7,167.7,166,165.7,165.1,165,165.2,165.2,168.3,168.4,167.9,167.8,168,167.9,167.9,168.6,86.1,87.2,87.1,87.2,86.99,86.93,86.94,86.89,86.89,,,86.43,86.43,86.18,86.18,86.19,86.19,86.29,86.29,86.27,86.27,86.27,86.27,86.27,87.9,87.73,87.73,87.73,87.73,87.73,87.73,87.73,87.73,87.73,87.73,87.73,87.73,87.66,87.66,87.66,87.69,87.54,87.54,87.54,87.49,87.47,87.47,87.47,87.42,86.65,86.65,86.65,86.65,86.66,86.66,86.66,86.66,86.56,86.56,86.56,86.49,88.377,88.377,88.377,88.377,88.187,88.187,88.187,88.173,88.171,88.171,88.163,88.163,88.175,88.175,88.175,88.175,88.145,88.145,88.145,88.145,89.567,89.567,89.567,89.567,89.549,89.549,89.549,89.565,89.675,89.712,89.712,89.712,89.597,89.609,89.609,89.612,89.663,89.663,89.713,89.713,89.713,90.919,90.819,90.819,90.869
"1995-04",168.9,168.9,167.9,167.9,168.3,168.5,168.2,168.2,170.6,170.5,170.3,170.2,170.2,170.1,170,172.7,88.2,88.3,88.4,88.2,88.47,88.54,88.54,88.47,88.47,,,88.75,88.75,88.7,88.7,88.7,88.7,88.68,88.68,88.63,88.57,88.59,88.6,88.6,89.59,89.62,89.62,89.62,89.62,89.62,89.62,89.62,89.62,89.62,89.62,89.62,89.62,89.58,89.58,89.58,89.59,89.54,89.54,89.54,89.49,89.5,89.5,89.5,89.46,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.61,88.61,88.61,88.55,90.469,90.469,90.469,90.469,90.281,90.281,90.281,90.278,90.287,90.287,90.278,90.278,90.261,90.261,90.261,90.261,90.282,90.282,90.282,90.282,91.442,91.442,91.442,91.442,91.481,91.481,91.481,91.447,91.477,91.465,91.465,91.465,91.488,91.501,91.501,91.492,91.403,91.403,91.39,91.39,91.39,92.607,92.611,92.611,92.627
"1995-07",,171,170.8,170.5,171.4,171.4,171.1,171.1,173.6,173.7,173.9,173.9,173.9,174.1,173.9,176.7,90.4,90.2,90.2,90.2,90.12,90.15,90.14,90.1,90.1,,,90.11,90.11,90.2,90.2,90.17,90.17,90.16,90.16,90.27,90.24,90.25,90.24,90.23,91.38,91.47,91.47,91.47,91.47,91.47,91.47,91.47,91.47,91.47,91.47,91.47,91.47,91.41,91.41,91.41,91.42,91.65,91.65,91.65,91.59,91.61,91.61,91.61,91.57,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.71,90.71,90.71,90.65,92.298,92.298,92.298,92.298,92.09,92.09,92.09,92.098,92.105,92.105,92.119,92.119,92.112,92.112,92.112,92.112,92.111,92.111,92.111,92.111,93.133,93.133,93.133,93.133,93.163,93.163,93.163,93.128,93.282,93.27,93.27,93.27,93.313,93.338,93.338,93.341,93.385,93.385,93.36,93.36,93.36,94.502,94.458,94.458,94.486
"1995-10",,,170.8,171.3,170.6,170.5,170.9,170.9,174.1,173.9,174.5,174.8,174.4,174.5,174.8,179.4,91.8,91.1,91,91.2,91.2,91.17,91.17,91.32,91.32,,,91.5,91.5,91.71,91.71,91.73,91.73,91.66,91.66,91.62,91.71,91.68,91.68,91.69,92.95,93,93,93,93,93,93,93,93,93,93,93,93,93.17,93.17,93.17,93.12,93.09,93.09,93.09,93.25,93.24,93.24,93.24,93.37,92.19,92.19,92.19,92.19,92.18,92.18,92.18,92.18,92.25,92.25,92.25,92.44,93.211,93.211,93.211,93.211,93.006,93.006,93.006,93.014,93,93,93.003,93.003,93.015,93.015,93.015,93.015,93.025,93.025,93.025,93.025,93.87,93.87,93.87,93.87,93.819,93.819,93.819,93.872,93.578,93.565,93.565,93.565,93.614,93.564,93.564,93.567,93.561,93.561,93.548,93.548,93.548,95.064,95.203,95.203,95.109
"1996-01",,,,174.2,174,173.9,174,174,175.7,176,176,175.7,176.2,176.1,176,180,91.8,91.1,91.1,91,90.85,90.53,90.54,90.48,90.48,90.02,,90.03,90.03,89.85,89.85,89.88,89.88,89.98,89.98,89.96,89.95,89.96,89.95,89.94,91.84,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.68,91.59,91.59,91.59,91.63,91.68,91.68,91.68,91.63,91.61,91.61,91.61,91.56,90.97,90.97,90.97,90.97,90.98,90.98,90.98,90.98,90.89,90.89,90.89,90.81,92.525,92.525,92.525,92.525,92.302,92.302,92.302,92.302,92.292,92.292,92.289,92.28,92.304,92.304,92.304,92.304,92.27,92.27,92.27,92.27,93.66,93.66,93.657,93.657,93.608,93.608,93.608,93.639,93.65,93.703,93.703,93.703,93.628,93.625,93.625,93.622,93.646,93.646,93.733,93.733,93.733,94.941,94.874,94.874,94.905
"1996-04",,,,,175.8,174.7,173.9,173.9,176.2,175.9,175.9,175.8,175.9,175.9,175.8,178.8,91.4,91.3,91.4,91.3,91.38,91.17,91.17,91.1,91.1,91.37,,91.37,91.37,91.3,91.3,91.3,91.3,91.28,91.28,91.26,91.21,91.23,91.24,91.24,92.53,92.59,92.59,92.59,92.59,92.59,92.59,92.59,92.59,92.59,92.59,92.59,92.59,92.5,92.5,92.5,92.54,92.49,92.49,92.49,92.44,92.45,92.45,92.45,92.41,91.83,91.83,91.83,91.83,91.84,91.84,91.84,91.84,91.88,91.88,91.88,91.82,93.481,93.481,93.481,93.481,93.274,93.274,93.274,93.273,93.273,93.273,93.271,93.274,93.256,93.256,93.256,93.256,93.263,93.263,93.263,93.263,94.383,94.383,94.38,94.38,94.414,94.414,94.414,94.382,94.435,94.413,94.413,94.413,94.39,94.399,94.399,94.397,94.333,94.333,94.308,94.308,94.308,95.428,95.458,95.458,95.456
"1996-07",,,,,,176.4,174.3,174.3,177,177.1,177.6,177.7,177.8,178,177.7,179.7,92,92.5,92.5,92.4,92.33,92.09,92.08,92.06,92.06,92.21,92.21,92.2,92.2,92.24,92.24,92.19,92.19,92.2,92.2,92.34,92.28,92.28,92.27,92.27,93.69,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.74,93.74,93.74,93.73,93.82,93.82,93.82,93.76,93.8,93.8,93.8,93.76,93.05,93.05,93.05,93.05,93.05,93.05,93.05,93.05,93.1,93.1,93.1,93.03,94.221,94.221,94.221,94.221,93.995,93.995,93.995,94.007,94.007,94.007,94.015,94.018,94.01,94.01,94.01,94.01,94.018,94.018,94.018,94.018,95.304,95.304,95.313,95.313,95.337,95.337,95.337,95.318,95.428,95.418,95.418,95.418,95.46,95.482,95.482,95.479,95.518,95.518,95.493,95.493,95.493,96.633,96.614,96.614,96.609
"1996-10",,,,,,,173.2,173.2,173.8,173.6,175.2,175.5,175.2,175.2,175.6,178,91.1,92,91.9,92.2,92.27,91.93,91.94,92.09,92.09,92.13,92.13,92.16,92.16,92.36,92.36,92.39,92.39,92.28,92.28,92.2,92.32,92.29,92.29,92.3,93.69,93.7,93.7,93.7,93.7,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.92,93.92,93.92,93.85,93.75,93.75,93.75,93.93,93.88,93.88,93.88,94.03,93.54,93.54,93.54,93.54,93.53,93.53,93.53,93.53,93.53,93.53,93.53,93.74,94.466,94.466,94.466,94.466,94.231,94.231,94.231,94.219,94.229,94.229,94.227,94.23,94.232,94.232,94.232,94.232,94.25,94.25,94.25,94.25,95.407,95.407,95.404,95.404,95.395,95.395,95.395,95.414,95.24,95.218,95.218,95.218,95.276,95.247,95.247,95.256,95.256,95.256,95.219,95.219,95.219,96.502,96.558,96.558,96.534
"1997-01",,,,,,,,180.2,177.6,178.3,178.4,178,178.4,178.3,178.2,181.7,92.5,92,91.9,91.7,91.59,91.73,91.73,91.68,91.68,91.35,91.35,91.39,91.39,91.22,91.22,91.28,91.28,91.38,91.38,91.36,91.35,91.34,91.35,91.35,93.48,93.45,93.45,93.45,93.45,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.46,93.37,93.37,93.37,93.42,93.45,93.45,93.45,93.4,93.39,93.39,93.39,93.35,92.71,92.71,92.71,92.71,92.71,92.71,92.71,92.71,92.63,92.63,92.63,92.57,94.301,94.301,94.301,94.301,94.082,94.082,94.082,94.074,94.074,94.074,94.071,94.063,94.095,94.095,94.095,94.095,94.058,94.058,94.058,94.058,95.497,95.497,95.487,95.487,95.414,95.414,95.414,95.461,95.398,95.461,95.461,95.461,95.374,95.377,95.377,95.389,95.399,95.399,95.502,95.502,95.502,96.776,96.73,96.73,96.763
"1997-04",,,,,,,,,178.1,178.6,178.5,178.4,178.4,178.3,178.2,180.2,92.1,91.9,92,91.9,92.01,91.86,91.83,91.78,91.78,91.83,91.82,91.78,91.78,91.83,91.83,91.83,91.83,91.81,91.81,91.76,91.74,91.79,91.81,91.81,93.56,93.61,93.61,93.61,93.61,93.62,93.62,93.62,93.62,93.62,93.62,93.62,93.62,93.5,93.5,93.5,93.58,93.61,93.61,93.61,93.56,93.58,93.58,93.58,93.55,92.93,92.93,92.93,92.93,92.94,92.94,92.94,92.94,93,93,93,92.95,94.528,94.528,94.528,94.528,94.34,94.34,94.34,94.343,94.343,94.343,94.351,94.354,94.343,94.343,94.343,94.343,94.348,94.348,94.348,94.348,95.693,95.693,95.696,95.696,95.716,95.716,95.716,95.701,95.759,95.734,95.734,95.734,95.678,95.681,95.681,95.67,95.625,95.625,95.603,95.603,95.603,96.776,96.817,96.817,96.801
